channel,t,amplitude
Bearing A,0.911,0.780798
Bearing A,0.912,0.079387
Bearing A,0.913,-0.546101
Bearing A,0.914,-0.773804
Bearing A,0.915,-0.886552
Bearing A,0.916,-0.504759
Bearing A,0.917,-0.201906
Bearing A,0.918,0.229358
Bearing A,0.919,1.187942
Bearing A,0.92,1.147331
Bearing A,0.921,1.323579
Bearing A,0.922,1.562795
Bearing A,0.923,1.90679
Bearing A,0.924,1.811079
Bearing A,0.925,1.941194
Bearing A,0.926,1.525046
Bearing A,0.927,1.299433
Bearing A,0.928,1.303142
Bearing A,0.929,1.575708
Bearing A,0.93,1.936325
Bearing A,0.931,1.383154
Bearing A,0.932,0.8179
Bearing A,0.933,-0.05644
Bearing A,0.934,-1.003464
Bearing A,0.935,-0.679436
Bearing A,0.936,-0.359914
Bearing A,0.937,0.780849
Bearing A,0.938,1.170714
Bearing A,0.939,0.96054
Bearing A,0.94,1.101984
Bearing A,0.941,1.336994
Bearing A,0.942,1.708633
Bearing A,0.943,1.82788
Bearing A,0.944,1.533556
Bearing A,0.945,1.457231
Bearing A,0.946,1.272794
Bearing A,0.947,1.06359
Bearing A,0.948,1.515736
Bearing A,0.949,1.14904
Bearing A,0.95,1.071171
Bearing A,0.951,0.865694
Bearing A,0.952,0.415534
Bearing A,0.953,-0.225853
Bearing A,0.954,-0.631379
Bearing A,0.955,-0.869223
Bearing A,0.956,-0.759013
Bearing A,0.957,-0.29131
Bearing A,0.958,0.374299
Bearing A,0.959,0.621806
Bearing A,0.96,0.993171
Bearing A,0.961,0.814013
Bearing A,0.962,1.419972
Bearing A,0.963,1.761376
Bearing A,0.964,1.779041
Bearing A,0.965,1.433929
Bearing A,0.966,1.531001
Bearing A,0.967,0.864841
Bearing A,0.968,1.421308
Bearing A,0.969,1.587087
Bearing A,0.97,1.675055
Bearing A,0.971,1.014329
Bearing A,0.972,0.425476
Bearing A,0.973,-0.294476
Bearing A,0.974,-0.494058
Bearing A,0.975,-0.819914
Bearing A,0.976,-0.592535
Bearing A,0.977,-0.207623
Bearing A,0.978,0.509102
Bearing A,0.979,1.155482
Bearing A,0.98,1.180902
Bearing A,0.981,1.798659
Bearing A,0.982,1.594212
Bearing A,0.983,1.947879
Bearing A,0.984,1.8384
Bearing A,0.985,1.701119
Bearing A,0.986,1.156387
Bearing A,0.987,1.040045
Bearing A,0.988,0.958562
Bearing A,0.989,1.262837
Bearing A,0.99,1.512295
Bearing A,0.991,1.077285
Bearing A,0.992,0.783382
Bearing A,0.993,-0.308922
Bearing A,0.994,-1.174221
Bearing A,0.995,-0.961003
Bearing A,0.996,-0.692652
Bearing A,0.997,0.02811
Bearing A,0.998,0.462036
Bearing A,0.999,0.788941
Bearing A,1.0,1.05097
Bearing A,1.001,1.008286
Bearing A,1.002,1.297477
Bearing A,1.003,1.343288
Bearing A,1.004,0.939311
Bearing A,1.005,1.032347
Bearing A,1.006,0.855223
Bearing A,1.007,0.875659
Bearing A,1.008,1.011389
Bearing A,1.009,0.449671
Bearing A,1.01,0.728101
Bearing A,1.011,0.697211
Bearing A,1.012,-0.081434
Bearing A,1.013,-1.124839
Bearing A,1.014,-1.591835
Bearing A,1.015,-1.557607
Bearing A,1.016,-0.965296
Bearing A,1.017,-0.240157
Bearing A,1.018,0.357281
Bearing A,1.019,0.519931
Bearing A,1.02,0.682712
Bearing A,1.021,0.646909
Bearing A,1.022,1.196033
Bearing A,1.023,1.376008
Bearing A,1.024,1.822814
Bearing A,1.025,1.37709
Bearing A,1.026,1.478944
Bearing A,1.027,1.381135
Bearing A,1.028,1.56463
Bearing A,1.029,1.674331
Bearing A,1.03,1.809182
Bearing A,1.031,1.116616
Bearing A,1.032,0.38003
Bearing A,1.033,-0.334613
Bearing A,1.034,-0.813903
Bearing A,1.035,-1.211221
Bearing A,1.036,-0.527012
Bearing A,1.037,-0.322528
Bearing A,1.038,0.415316
Bearing A,1.039,0.636853
Bearing A,1.04,0.902203
Bearing A,1.041,1.138191
Bearing A,1.042,1.269441
Bearing A,1.043,1.163263
Bearing A,1.044,1.239855
Bearing A,1.045,1.417757
Bearing A,1.046,1.0787
Bearing A,1.047,0.793547
Bearing A,1.048,1.057572
Bearing A,1.049,1.215347
Bearing A,1.05,0.953706
Bearing A,1.051,0.26061
Bearing A,1.052,-0.118605
Bearing A,1.053,-0.730271
Bearing A,1.054,-1.541024
Bearing A,1.055,-1.572451
Bearing A,1.056,-0.897782
Bearing A,1.057,-0.278447
Bearing A,1.058,0.079525
Bearing A,1.059,0.393601
Bearing A,1.06,0.257286
Bearing A,1.061,0.642825
Bearing A,1.062,0.762423
Bearing A,1.063,0.90454
Bearing A,1.064,0.824312
Bearing A,1.065,0.43133
Bearing A,1.066,0.270827
Bearing A,1.067,0.232967
Bearing A,1.068,0.508027
Bearing A,1.069,0.62878
Bearing A,1.07,0.518416
Bearing A,1.071,0.328544
Bearing A,1.072,-0.676738
Bearing A,1.073,-1.367305
Bearing A,1.074,-1.79732
Bearing A,1.075,-2.054102
Bearing A,1.076,-1.266038
Bearing A,1.077,-0.8704
Bearing A,1.078,-0.418638
Bearing A,1.079,-0.042225
Bearing A,1.08,0.22258
Bearing A,1.081,0.226493
Bearing A,1.082,0.973644
Bearing A,1.083,0.841105
Bearing A,1.084,1.138672
Bearing A,1.085,0.877717
Bearing A,1.086,0.707523
Bearing A,1.087,0.415838
Bearing A,1.088,0.614164
Bearing A,1.089,0.472245
Bearing A,1.09,0.56882
Bearing A,1.091,0.454794
Bearing A,1.092,-0.274643
Bearing A,1.093,-1.146224
Bearing A,1.094,-1.195945
Bearing A,1.095,-1.539396
Bearing A,1.096,-1.314621
Bearing A,1.097,-0.314035
Bearing A,1.098,0.13659
Bearing A,1.099,0.179679
Bearing A,1.1,0.751372
Bearing A,1.101,1.163019
Bearing A,1.102,1.051816
Bearing A,1.103,0.807934
Bearing A,1.104,0.96395
Bearing A,1.105,0.901288
Bearing A,1.106,0.685958
Bearing A,1.107,0.939289
Bearing A,1.108,0.88867
Bearing A,1.109,0.966765
Bearing A,1.11,0.956961
Bearing A,1.111,0.385343
Bearing A,1.112,-0.453993
Bearing A,1.113,-1.074382
Bearing A,1.114,-1.548853
Bearing A,1.115,-1.326555
Bearing A,1.116,-0.865853
Bearing A,1.117,-0.27082
Bearing A,1.118,-0.153536
Bearing A,1.119,-0.052194
Bearing A,1.12,-0.040161
Bearing A,1.121,0.252072
Bearing A,1.122,0.304736
Bearing A,1.123,0.585033
Bearing A,1.124,0.876535
Bearing A,1.125,0.982682
Bearing A,1.126,0.384775
Bearing A,1.127,0.293387
Bearing A,1.128,0.144695
Bearing A,1.129,0.439259
Bearing A,1.13,0.586073
Bearing A,1.131,0.380574
Bearing A,1.132,-0.604349
Bearing A,1.133,-1.35184
Bearing A,1.134,-1.491304
Bearing A,1.135,-1.634511
Bearing A,1.136,-1.28601
Bearing A,1.137,-0.925065
Bearing A,1.138,-0.233845
Bearing A,1.139,0.132547
Bearing A,1.14,0.495283
Bearing A,1.141,0.157282
Bearing A,1.142,0.345544
Bearing A,1.143,0.992768
Bearing A,1.144,0.925499
Bearing A,1.145,0.430707
Bearing A,1.146,0.507291
Bearing A,1.147,0.371015
Bearing A,1.148,0.698762
Bearing A,1.149,0.846679
Bearing A,1.15,0.412734
Bearing A,1.151,0.670495
Bearing A,1.152,-0.115827
Bearing A,1.153,-0.616248
Bearing A,1.154,-1.254778
Bearing A,1.155,-1.586114
Bearing A,1.156,-1.436189
Bearing A,1.157,-1.00822
Bearing A,1.158,-0.60344
Bearing A,1.159,-0.062389
Bearing A,1.16,0.323915
Bearing A,1.161,0.470533
Bearing A,1.162,0.726561
Bearing A,1.163,0.870234
Bearing A,1.164,1.02854
Bearing A,1.165,0.968589
Bearing A,1.166,0.093116
Bearing A,1.167,0.183703
Bearing A,1.168,0.129281
Bearing A,1.169,0.482205
Bearing A,1.17,0.089416
Bearing A,1.171,-0.046864
Bearing A,1.172,-0.963683
Bearing A,1.173,-1.329397
Bearing A,1.174,-1.884211
Bearing A,1.175,-2.065544
Bearing A,1.176,-1.543177
Bearing A,1.177,-1.032885
Bearing A,1.178,-0.515731
Bearing A,1.179,0.024533
Bearing A,1.18,0.207536
Bearing A,1.181,0.424652
Bearing A,1.182,0.267591
Bearing A,1.183,0.761832
Bearing A,1.184,1.114485
Bearing A,1.185,0.775866
Bearing A,1.186,1.267967
Bearing A,1.187,0.564293
Bearing A,1.188,0.668743
Bearing A,1.189,0.886053
Bearing A,1.19,1.132261
Bearing A,1.191,0.700197
Bearing A,1.192,0.016093
Bearing A,1.193,-0.929886
Bearing A,1.194,-1.22111
Bearing A,1.195,-1.627259
Bearing A,1.196,-1.266999
Bearing A,1.197,-0.094888
Bearing A,1.198,0.631352
Bearing A,1.199,0.606671
Bearing A,1.2,0.540753
Bearing A,1.201,0.542512
Bearing A,1.202,1.134576
Bearing A,1.203,1.301889
Bearing A,1.204,1.29729
Bearing A,1.205,1.328743
Bearing A,1.206,0.848518
Bearing A,1.207,0.579611
Bearing A,1.208,0.402451
Bearing A,1.209,0.722662
Bearing A,1.21,1.188351
Bearing A,1.211,1.067042
Bearing A,1.212,-0.068398
Bearing A,1.213,-1.038818
Bearing A,1.214,-0.982493
Bearing A,1.215,-1.112294
Bearing A,1.216,-0.843763
Bearing A,1.217,-0.065017
Bearing A,1.218,0.414222
Bearing A,1.219,0.832089
Bearing A,1.22,0.720311
Bearing A,1.221,0.916868
Bearing A,1.222,1.121187
Bearing A,1.223,1.109895
Bearing A,1.224,1.413918
Bearing A,1.225,1.292862
Bearing A,1.226,1.119899
Bearing A,1.227,0.850143
Bearing A,1.228,1.10041
Bearing A,1.229,1.511292
Bearing A,1.23,1.2381
Bearing A,1.231,1.031242
Bearing A,1.232,0.581816
Bearing A,1.233,-0.112183
Bearing A,1.234,-0.816493
Bearing A,1.235,-0.77961
Bearing A,1.236,0.094169
Bearing A,1.237,0.703849
Bearing A,1.238,1.031661
Bearing A,1.239,1.08404
Bearing A,1.24,1.151046
Bearing A,1.241,1.460529
Bearing A,1.242,1.389018
Bearing A,1.243,1.5288
Bearing A,1.244,1.344466
Bearing A,1.245,1.369933
Bearing A,1.246,1.210471
Bearing A,1.247,0.881492
Bearing A,1.248,0.92269
Bearing A,1.249,1.042144
Bearing A,1.25,1.316075
Bearing A,1.251,0.908673
Bearing A,1.252,0.153438
Bearing A,1.253,-0.802844
Bearing A,1.254,-1.47474
Bearing A,1.255,-1.174489
Bearing A,1.256,-1.009611
Bearing A,1.257,-0.435146
Bearing A,1.258,-0.030576
Bearing A,1.259,0.158923
Bearing A,1.26,0.149114
Bearing A,1.261,0.58326
Bearing A,1.262,1.023755
Bearing A,1.263,1.29201
Bearing A,1.264,1.259232
Bearing A,1.265,1.303376
Bearing A,1.266,0.957759
Bearing A,1.267,0.354095
Bearing A,1.268,0.783558
Bearing A,1.269,0.87263
Bearing A,1.27,0.965679
Bearing A,1.271,0.635775
Bearing A,1.272,-0.081568
Bearing A,1.273,-0.647342
Bearing A,1.274,-1.321424
Bearing A,1.275,-1.179102
Bearing A,1.276,-1.031096
Bearing A,1.277,-0.380092
Bearing A,1.278,0.076728
Bearing A,1.279,0.542643
Bearing A,1.28,0.653454
Bearing A,1.281,0.78205
Bearing A,1.282,0.881206
Bearing A,1.283,1.177464
Bearing A,1.284,1.084308
Bearing A,1.285,1.030734
Bearing A,1.286,0.668744
Bearing A,1.287,0.549585
Bearing A,1.288,0.534344
Bearing A,1.289,0.982295
Bearing A,1.29,1.113004
Bearing A,1.291,0.905801
Bearing A,1.292,0.032894
Bearing A,1.293,-0.582948
Bearing A,1.294,-1.458352
Bearing A,1.295,-1.629796
Bearing A,1.296,-0.874326
Bearing A,1.297,-0.272847
Bearing A,1.298,-0.172855
Bearing A,1.299,0.504682
Bearing A,1.3,0.555364
Bearing A,1.301,0.953915
Bearing A,1.302,1.346968
Bearing A,1.303,1.440271
Bearing A,1.304,1.336235
Bearing A,1.305,1.263146
Bearing A,1.306,0.897444
Bearing A,1.307,0.978326
Bearing A,1.308,1.046071
Bearing A,1.309,1.603771
Bearing A,1.31,1.628609
Bearing A,1.311,1.272507
Bearing A,1.312,0.108544
Bearing A,1.313,-0.504309
Bearing A,1.314,-1.355251
Bearing A,1.315,-1.229351
Bearing A,1.316,-0.909642
Bearing A,1.317,-0.233921
Bearing A,1.318,0.454279
Bearing A,1.319,0.589639
Bearing A,1.32,0.650659
Bearing A,1.321,0.2846
Bearing A,1.322,0.519876
Bearing A,1.323,0.881551
Bearing A,1.324,0.814878
Bearing A,1.325,0.994034
Bearing A,1.326,0.921219
Bearing A,1.327,0.680139
Bearing A,1.328,0.803376
Bearing A,1.329,1.197698
Bearing A,1.33,1.420567
Bearing A,1.331,0.781041
Bearing A,1.332,0.137128
Bearing A,1.333,-0.892474
Bearing A,1.334,-1.184699
Bearing A,1.335,-1.235428
Bearing A,1.336,-0.781207
Bearing A,1.337,0.024858
Bearing A,1.338,0.60994
Bearing A,1.339,0.566533
Bearing A,1.34,0.706771
Bearing A,1.341,0.622161
Bearing A,1.342,1.120115
Bearing A,1.343,1.394579
Bearing A,1.344,1.229651
Bearing A,1.345,1.525282
Bearing A,1.346,0.828469
Bearing A,1.347,0.716628
Bearing A,1.348,0.601841
Bearing A,1.349,0.680054
Bearing A,1.35,1.242814
Bearing A,1.351,0.734768
Bearing A,1.352,0.209678
Bearing A,1.353,-0.564679
Bearing A,1.354,-1.052854
Bearing A,1.355,-1.09622
Bearing A,1.356,-0.632772
Bearing A,1.357,0.283854
Bearing A,1.358,0.737071
Bearing A,1.359,1.12221
Bearing A,1.36,1.194878
Bearing A,1.361,1.233152
Bearing A,1.362,1.270832
Bearing A,1.363,1.434013
Bearing A,1.364,1.248465
Bearing A,1.365,0.803851
Bearing A,1.366,0.780074
Bearing A,1.367,0.52254
Bearing A,1.368,0.655443
Bearing A,1.369,0.713414
Bearing A,1.37,0.684994
Bearing A,1.371,0.706944
Bearing A,1.372,-0.08304
Bearing A,1.373,-0.905219
Bearing A,1.374,-1.496423
Bearing A,1.375,-1.636191
Bearing A,1.376,-1.261615
Bearing A,1.377,-0.821161
Bearing A,1.378,-0.041073
Bearing A,1.379,0.072314
Bearing A,1.38,0.275924
Bearing A,1.381,0.625986
Bearing A,1.382,0.864692
Bearing A,1.383,0.800143
Bearing A,1.384,0.816082
Bearing A,1.385,0.406005
Bearing A,1.386,0.548465
Bearing A,1.387,0.380793
Bearing A,1.388,0.428669
Bearing A,1.389,0.44637
Bearing A,1.39,0.318825
Bearing A,1.391,-0.16273
Bearing A,1.392,-0.989466
Bearing A,1.393,-1.275928
Bearing A,1.394,-1.899825
Bearing A,1.395,-1.736999
Bearing A,1.396,-1.678319
Bearing A,1.397,-1.098706
Bearing A,1.398,-0.439148
Bearing A,1.399,-0.362812
Bearing A,1.4,-0.005846
Bearing A,1.401,0.031055
Bearing A,1.402,0.159787
Bearing A,1.403,0.074465
Bearing A,1.404,0.396304
Bearing A,1.405,0.537301
Bearing A,1.406,0.121924
Bearing A,1.407,0.110561
Bearing A,1.408,0.437068
Bearing A,1.409,0.663991
Bearing A,1.41,0.727652
Bearing A,1.411,0.413612
Bearing A,1.412,-0.26668
Bearing A,1.413,-1.302031
Bearing A,1.414,-1.731882
Bearing A,1.415,-1.326601
Bearing A,1.416,-0.554885
Bearing A,1.417,0.180667
Bearing A,1.418,0.405154
Bearing A,1.419,0.577939
Bearing A,1.42,0.487546
Bearing A,1.421,0.631171
Bearing A,1.422,0.672592
Bearing A,1.423,1.182751
Bearing A,1.424,1.020729
Bearing A,1.425,0.874611
Bearing A,1.426,0.78209
Bearing A,1.427,0.470777
Bearing A,1.428,0.545643
Bearing A,1.429,0.818367
Bearing A,1.43,0.771922
Bearing A,1.431,0.719304
Bearing A,1.432,0.443537
Bearing A,1.433,-0.656443
Bearing A,1.434,-1.679029
Bearing A,1.435,-1.30597
Bearing A,1.436,-0.63768
Bearing A,1.437,-0.352111
Bearing A,1.438,0.495788
Bearing A,1.439,0.86745
Bearing A,1.44,0.743476
Bearing A,1.441,0.818435
Bearing A,1.442,1.072172
Bearing A,1.443,1.300902
Bearing A,1.444,0.897808
Bearing A,1.445,0.663207
Bearing A,1.446,0.685449
Bearing A,1.447,0.29533
Bearing A,1.448,0.452689
Bearing A,1.449,0.5173
Bearing A,1.45,0.578972
Bearing A,1.451,0.390879
Bearing A,1.452,-0.130598
Bearing A,1.453,-1.225342
Bearing A,1.454,-1.492532
Bearing A,1.455,-1.961578
Bearing A,1.456,-1.193349
Bearing A,1.457,-0.463022
Bearing A,1.458,-0.236334
Bearing A,1.459,0.160415
Bearing A,1.46,0.314919
Bearing A,1.461,0.364674
Bearing A,1.462,0.525592
Bearing A,1.463,0.826465
Bearing A,1.464,1.060013
Bearing A,1.465,0.97606
Bearing A,1.466,0.896714
Bearing A,1.467,1.013112
Bearing A,1.468,0.608253
Bearing A,1.469,0.690544
Bearing A,1.47,0.745679
Bearing A,1.471,0.42592
Bearing A,1.472,-0.326732
Bearing A,1.473,-0.979073
Bearing A,1.474,-1.363654
Bearing A,1.475,-1.459972
Bearing A,1.476,-0.760555
Bearing A,1.477,-0.141284
Bearing A,1.478,0.264285
Bearing A,1.479,0.335232
Bearing A,1.48,0.723283
Bearing A,1.481,0.668202
Bearing A,1.482,0.9692
Bearing A,1.483,1.258583
Bearing A,1.484,1.180008
Bearing A,1.485,0.875475
Bearing A,1.486,0.647658
Bearing A,1.487,0.226681
Bearing A,1.488,0.429041
Bearing A,1.489,0.730342
Bearing A,1.49,0.890361
Bearing A,1.491,0.339437
Bearing A,1.492,-0.571511
Bearing A,1.493,-1.320418
Bearing A,1.494,-1.61759
Bearing A,1.495,-1.615445
Bearing A,1.496,-0.908348
Bearing A,1.497,-0.811035
Bearing A,1.498,-0.238055
Bearing A,1.499,-0.170187
Bearing A,1.5,0.358593
Bearing A,1.501,0.550643
Bearing A,1.502,0.753163
Bearing A,1.503,0.874072
Bearing A,1.504,1.183526
Bearing A,1.505,0.943711
Bearing A,1.506,0.765086
Bearing A,1.507,0.879732
Bearing A,1.508,0.699008
Bearing A,1.509,1.009873
Bearing A,1.51,0.779044
Bearing A,1.511,0.483821
Bearing A,1.512,0.137252
Bearing A,1.513,-0.751458
Bearing A,1.514,-1.647127
Bearing A,1.515,-1.535691
Bearing A,1.516,-0.722355
Bearing A,1.517,-0.282293
Bearing A,1.518,0.071976
Bearing A,1.519,0.688602
Bearing A,1.52,0.708016
Bearing A,1.521,0.572301
Bearing A,1.522,1.116991
Bearing A,1.523,1.247416
Bearing A,1.524,0.732763
Bearing A,1.525,0.588986
Bearing A,1.526,0.918996
Bearing A,1.527,0.416949
Bearing A,1.528,0.368627
Bearing A,1.529,0.701619
Bearing A,1.53,0.723385
Bearing A,1.531,0.462623
Bearing A,1.532,-0.372679
Bearing A,1.533,-1.243845
Bearing A,1.534,-1.84719
Bearing A,1.535,-2.036062
Bearing A,1.536,-1.661358
Bearing A,1.537,-0.793035
Bearing A,1.538,-0.108678
Bearing A,1.539,0.404898
Bearing A,1.54,0.578454
Bearing A,1.541,1.103614
Bearing A,1.542,1.028162
Bearing A,1.543,1.369876
Bearing A,1.544,1.175672
Bearing A,1.545,1.193067
Bearing A,1.546,0.849006
Bearing A,1.547,1.294411
Bearing A,1.548,0.936245
Bearing A,1.549,1.199774
Bearing A,1.55,0.961398
Bearing A,1.551,0.420534
Bearing A,1.552,-0.275425
Bearing A,1.553,-0.997521
Bearing A,1.554,-1.673935
Bearing A,1.555,-1.713131
Bearing A,1.556,-1.090001
Bearing A,1.557,-0.714678
Bearing A,1.558,-0.268608
Bearing A,1.559,-0.024241
Bearing A,1.56,0.063875
Bearing A,1.561,0.430695
Bearing A,1.562,0.434797
Bearing A,1.563,0.580191
Bearing A,1.564,0.578229
Bearing A,1.565,0.509984
Bearing A,1.566,0.342019
Bearing A,1.567,0.066837
Bearing A,1.568,0.489216
Bearing A,1.569,0.560977
Bearing A,1.57,0.616276
Bearing A,1.571,0.355592
Bearing A,1.572,-0.995419
Bearing A,1.573,-1.39814
Bearing A,1.574,-1.964391
Bearing A,1.575,-1.796577
Bearing A,1.576,-1.298694
Bearing A,1.577,-0.901692
Bearing A,1.578,-0.028663
Bearing A,1.579,0.384638
Bearing A,1.58,0.22515
Bearing A,1.581,0.194949
Bearing A,1.582,0.42658
Bearing A,1.583,0.950522
Bearing A,1.584,0.897333
Bearing A,1.585,0.624817
Bearing A,1.586,0.535359
Bearing A,1.587,-0.063507
Bearing A,1.588,0.097512
Bearing A,1.589,0.262982
Bearing A,1.59,0.490704
Bearing A,1.591,0.491797
Bearing A,1.592,-0.334848
Bearing A,1.593,-0.960968
Bearing A,1.594,-1.486203
Bearing A,1.595,-1.630045
Bearing A,1.596,-1.539449
Bearing A,1.597,-1.049263
Bearing A,1.598,-0.527727
Bearing A,1.599,0.34722
Bearing A,1.6,0.593005
Bearing A,1.601,0.565881
Bearing A,1.602,0.774881
Bearing A,1.603,1.016874
Bearing A,1.604,0.915251
Bearing A,1.605,0.985973
Bearing A,1.606,0.869336
Bearing A,1.607,0.731283
Bearing A,1.608,0.869634
Bearing A,1.609,1.079142
Bearing A,1.61,1.084902
Bearing A,1.611,0.450199
Bearing A,1.612,-0.045663
Bearing A,1.613,-0.99225
Bearing A,1.614,-1.581835
Bearing A,1.615,-1.356956
Bearing A,1.616,-0.820406
Bearing A,1.617,-0.429942
Bearing A,1.618,0.284408
Bearing A,1.619,0.836295
Bearing A,1.62,0.913702
Bearing A,1.621,0.426987
Bearing A,1.622,0.656223
Bearing A,1.623,0.94198
Bearing A,1.624,0.873787
Bearing A,1.625,0.974836
Bearing A,1.626,0.330157
Bearing A,1.627,0.249571
Bearing A,1.628,0.562822
Bearing A,1.629,0.360757
Bearing A,1.63,0.530241
Bearing A,1.631,0.391647
Bearing A,1.632,-0.573044
Bearing A,1.633,-1.332394
Bearing A,1.634,-2.0655
Bearing A,1.635,-2.09299
Bearing A,1.636,-1.533169
Bearing A,1.637,-1.031362
Bearing A,1.638,-0.916963
Bearing A,1.639,-0.39847
Bearing A,1.64,-0.024695
Bearing A,1.641,0.282546
Bearing A,1.642,0.83459
Bearing A,1.643,0.781907
Bearing A,1.644,0.907077
Bearing A,1.645,0.924779
Bearing A,1.646,0.281951
Bearing A,1.647,0.435387
Bearing A,1.648,0.412796
Bearing A,1.649,0.476802
Bearing A,1.65,0.894363
Bearing A,1.651,0.628982
Bearing A,1.652,-0.14365
Bearing A,1.653,-0.925006
Bearing A,1.654,-1.311896
Bearing A,1.655,-1.531181
Bearing A,1.656,-1.273859
Bearing A,1.657,-0.531837
Bearing A,1.658,0.160615
Bearing A,1.659,0.071273
Bearing A,1.66,-0.096004
Bearing A,1.661,0.501223
Bearing A,1.662,0.441595
Bearing A,1.663,0.633871
Bearing A,1.664,0.91261
Bearing A,1.665,0.811564
Bearing A,1.666,0.656781
Bearing A,1.667,0.164817
Bearing A,1.668,0.198186
Bearing A,1.669,0.122289
Bearing A,1.67,0.36379
Bearing A,1.671,-0.071754
Bearing A,1.672,-0.825559
Bearing A,1.673,-1.677515
Bearing A,1.674,-2.040315
Bearing A,1.675,-2.361604
Bearing A,1.676,-1.884332
Bearing A,1.677,-1.21284
Bearing A,1.678,-0.68181
Bearing A,1.679,-0.145284
Bearing A,1.68,-0.089946
Bearing A,1.681,0.032956
Bearing A,1.682,0.097795
Bearing A,1.683,0.448113
Bearing A,1.684,0.607421
Bearing A,1.685,0.472428
Bearing A,1.686,-0.1472
Bearing A,1.687,-0.076008
Bearing A,1.688,0.030002
Bearing A,1.689,0.259095
Bearing A,1.69,0.259809
Bearing A,1.691,0.299578
Bearing A,1.692,-0.556092
Bearing A,1.693,-1.234587
Bearing A,1.694,-2.063508
Bearing A,1.695,-1.947091
Bearing A,1.696,-1.174399
Bearing A,1.697,-0.610229
Bearing A,1.698,-0.228042
Bearing A,1.699,-0.238323
Bearing A,1.7,0.077136
Bearing A,1.701,0.517529
Bearing A,1.702,0.738272
Bearing A,1.703,0.908765
Bearing A,1.704,1.067283
Bearing A,1.705,0.737534
Bearing A,1.706,0.444902
Bearing A,1.707,0.354565
Bearing A,1.708,0.384954
Bearing A,1.709,0.948235
Bearing A,1.71,0.952269
Bearing A,1.711,0.625575
Bearing A,1.712,-0.459176
Bearing A,1.713,-1.195498
Bearing A,1.714,-1.579877
Bearing A,1.715,-1.756256
Bearing A,1.716,-1.498517
Bearing A,1.717,-0.84224
Bearing A,1.718,-0.622601
Bearing A,1.719,-0.196539
Bearing A,1.72,-0.091058
Bearing A,1.721,-0.091561
Bearing A,1.722,0.472962
Bearing A,1.723,-0.050617
Bearing A,1.724,0.154726
Bearing A,1.725,0.300958
Bearing A,1.726,0.192527
Bearing A,1.727,-0.159525
Bearing A,1.728,-0.056892
Bearing A,1.729,0.147653
Bearing A,1.73,0.873143
Bearing A,1.731,0.679339
Bearing A,1.732,-0.166182
Bearing A,1.733,-1.062999
Bearing A,1.734,-1.871585
Bearing A,1.735,-1.727412
Bearing A,1.736,-1.867317
Bearing A,1.737,-0.979597
Bearing A,1.738,-0.389357
Bearing A,1.739,-0.182541
Bearing A,1.74,0.117477
Bearing A,1.741,0.015073
Bearing A,1.742,0.229004
Bearing A,1.743,0.580915
Bearing A,1.744,0.564519
Bearing A,1.745,0.38717
Bearing A,1.746,0.365598
Bearing A,1.747,0.212523
Bearing A,1.748,0.451957
Bearing A,1.749,0.313351
Bearing A,1.75,0.097025
Bearing A,1.751,0.028834
Bearing A,1.752,-0.580512
Bearing A,1.753,-1.025335
Bearing A,1.754,-1.432604
Bearing A,1.755,-1.732508
Bearing A,1.756,-1.603603
Bearing A,1.757,-0.624316
Bearing A,1.758,-0.491432
Bearing A,1.759,-0.752759
Bearing A,1.76,-0.553667
Bearing A,1.761,-0.107643
Bearing A,1.762,-0.330686
Bearing A,1.763,0.447582
Bearing A,1.764,0.393494
Bearing A,1.765,0.332773
Bearing A,1.766,0.020475
Bearing A,1.767,-0.302111
Bearing A,1.768,-0.165872
Bearing A,1.769,0.441068
Bearing A,1.77,-0.093698
Bearing A,1.771,-0.319876
Bearing A,1.772,-0.844411
Bearing A,1.773,-1.289745
Bearing A,1.774,-1.774991
Bearing A,1.775,-1.935485
Bearing A,1.776,-1.714402
Bearing A,1.777,-0.866862
Bearing A,1.778,-0.422297
Bearing A,1.779,-0.262331
Bearing A,1.78,0.258831
Bearing A,1.781,0.15687
Bearing A,1.782,0.183758
Bearing A,1.783,0.733478
Bearing A,1.784,0.976662
Bearing A,1.785,0.456904
Bearing A,1.786,0.290898
Bearing A,1.787,0.123357
Bearing A,1.788,-0.108674
Bearing A,1.789,0.604448
Bearing A,1.79,0.598323
