gene,base_mean,log2fc,pvalue,padj
HIF105,59.623,0.11558,1.0,1.0
IL105,311.928,-0.08266,0.46428833148783705,1.0
JAK105,22.256,0.03235,1.0,1.0
KRAS105,64.281,0.48467,0.4826315797330053,1.0
LDH105,251.629,-0.31995,0.5245727361429638,1.0
MYC105,73.193,0.4223,0.34826945713891605,1.0
NFK105,151.017,0.22871,0.9581601180994604,1.0
PTEN105,466.039,0.21614,0.8004609064069195,1.0
RAS105,141.85,0.16116,0.641835605525165,1.0
STAT105,19.675,0.45413,0.5574951849858483,1.0
TP105,5.626,-0.09386,1.0,1.0
VEGF105,5.583,0.40335,0.876320770476803,1.0
WNT105,95.526,-0.09512,0.6882259658001717,1.0
ZEB105,65.766,0.0742,0.45453495988313825,1.0
ACTB106,535.307,0.7303,0.149352606970542,1.0
BRCA106,7.334,-0.11697,1.0,1.0
CDK106,12.903,-0.15796,1.0,1.0
EGFR106,683.045,0.25738,0.8805106087383605,1.0
FOX106,47.064,0.05151,1.0,1.0
GATA106,234.782,-0.42556,0.5577114123601403,1.0
HIF106,10.0,-0.06367,0.9370942777396253,1.0
IL106,126.375,0.43709,0.4096433855838246,1.0
JAK106,37.993,-0.20682,1.0,1.0
KRAS106,335.623,0.22659,0.3917132199604819,1.0
LDH106,10.079,-0.34189,1.0,1.0
MYC106,6.953,0.48107,0.5243272436156025,1.0
NFK106,40.965,0.48358,0.3013772333676565,1.0
PTEN106,723.196,-0.14303,1.0,1.0
RAS106,77.211,0.8683,0.1476624122540125,1.0
STAT106,32.429,-0.08771,0.867992131581861,1.0
TP106,12.929,-0.16168,0.7769058359195969,1.0
VEGF106,232.442,0.06992,0.4015000651021071,1.0
WNT106,109.287,-0.45186,0.26680553007624763,1.0
ZEB106,14.54,-0.22487,0.6929145188519651,1.0
ACTB107,16.307,0.29568,0.7911310920964215,1.0
BRCA107,358.162,-0.24562,0.7950831182691204,1.0
CDK107,186.789,0.00853,0.5852389553196156,1.0
EGFR107,72.37,0.05751,0.4925784900076327,1.0
FOX107,1.18,0.14377,1.0,1.0
GATA107,712.019,0.21662,0.3489737285529288,1.0
HIF107,292.51,-0.57375,0.3526891802826187,1.0
IL107,85.688,-0.1189,1.0,1.0
JAK107,506.172,-0.39331,0.22635169778926595,1.0
KRAS107,24.572,0.20097,0.5856298509857139,1.0
LDH107,35.33,0.61753,0.3207759357565167,1.0
MYC107,429.202,-0.20883,0.5741581352419058,1.0
NFK107,79.433,-0.54478,0.2516144400891552,1.0
PTEN107,12.368,-0.15161,0.5952375907964299,1.0
RAS107,107.758,0.35634,0.4381792907662922,1.0
STAT107,3.022,0.23369,0.7382325329726998,1.0
TP107,0.787,0.03211,0.8969173666665201,1.0
VEGF107,443.354,0.37077,0.2435615917580736,1.0
WNT107,713.05,0.25674,0.5313697482160202,1.0
ZEB107,133.539,0.51686,0.14472844008469246,1.0
ACTB108,24.443,2.9626,1.1335489618901347e-05,0.0016011501461299428
BRCA108,92.837,0.11289,0.8795231432620264,1.0
CDK108,935.851,-0.28477,0.7567723846364401,1.0
EGFR108,876.552,-0.04576,0.5024876579880745,1.0
FOX108,7.682,0.07601,1.0,1.0
GATA108,6.01,-0.18096,0.4202576746634965,1.0
HIF108,24.212,0.51922,0.16847943057874024,1.0
IL108,168.097,0.04875,0.5445803062561917,1.0
JAK108,143.706,-0.01544,1.0,1.0
KRAS108,122.56,0.03661,1.0,1.0
LDH108,571.066,0.2595,0.28761063660990543,1.0
MYC108,101.683,0.32115,0.7625801847941559,1.0
NFK108,18.293,-0.53923,0.3115271618462032,1.0
PTEN108,4.424,-0.005,1.0,1.0
RAS108,376.235,0.09476,1.0,1.0
STAT108,192.091,0.02014,0.4763662425628204,1.0
TP108,85.541,-0.31376,0.35942091911053675,1.0
VEGF108,1.981,-0.46883,0.515935605124453,1.0
WNT108,8.664,-0.17567,0.7327656848027587,1.0
ZEB108,2190.584,0.11832,0.6599798912135983,1.0
ACTB109,5907.982,-0.33861,0.5598884947033639,1.0
BRCA109,343.894,0.04997,1.0,1.0
CDK109,69.969,-0.58031,0.46841640397032547,1.0
EGFR109,817.053,0.10204,1.0,1.0
FOX109,35.848,0.0502,0.5119954134052516,1.0
GATA109,44.619,-0.00395,0.7181485948103663,1.0
HIF109,413.601,-0.26292,0.3037566604219184,1.0
IL109,24.171,0.18918,0.3093326972721567,1.0
JAK109,65.67,0.2386,0.5437194016386921,1.0
KRAS109,3.024,-0.06476,0.9689536969980357,1.0
LDH109,3.221,-0.33739,0.4484981204542544,1.0
MYC109,24.536,0.26122,0.8361533133592038,1.0
NFK109,634.761,0.04708,0.6223727892940973,1.0
PTEN109,17.178,0.30867,0.6960686253247897,1.0
RAS109,1236.161,0.48834,0.30617638797237307,1.0
STAT109,182.597,-0.18823,1.0,1.0
TP109,19.043,-0.12331,0.7512544893864815,1.0
VEGF109,19.619,-0.40651,0.811603851824474,1.0
WNT109,749.245,0.07288,0.7506910607697983,1.0
ZEB109,12.084,-0.02671,0.6060267686389263,1.0
ACTB110,16.025,-0.46151,0.6739651994245706,1.0
BRCA110,4.872,0.00613,1.0,1.0
CDK110,122.05,0.36263,0.6361388016309284,1.0
EGFR110,128.3,-0.48067,0.34961310380242566,1.0
FOX110,5464.321,-0.11765,0.5561958941300139,1.0
GATA110,89.718,-0.29495,0.58837924818537,1.0
HIF110,22.588,0.09182,0.885279213082052,1.0
IL110,85.211,0.41793,0.5975802384809072,1.0
JAK110,6.206,0.11137,1.0,1.0
KRAS110,3478.513,0.17483,1.0,1.0
LDH110,224.151,0.3769,0.47546406385429546,1.0
MYC110,0.587,0.45162,0.54029003503905,1.0
NFK110,797.423,0.41978,0.22358450992078469,1.0
PTEN110,85.112,0.15585,1.0,1.0
RAS110,27.299,0.33972,0.44581985919063055,1.0
STAT110,7.032,-0.38431,0.8318177525752136,1.0
TP110,182.311,-0.13326,0.6291032590510676,1.0
VEGF110,2.843,-1.33354,0.27182796101720264,1.0
WNT110,37.799,0.24871,0.7464153106911455,1.0
ZEB110,12626.001,-0.4632,0.27729553598726303,1.0
ACTB111,218.725,0.28439,0.38958854754219313,1.0
BRCA111,82.408,0.31811,0.7337574071667562,1.0
CDK111,24.353,0.20179,1.0,1.0
EGFR111,268.346,-0.56224,0.1689896967110121,1.0
FOX111,558.839,-0.26647,0.7350512491399303,1.0
GATA111,53.256,0.13596,0.433384582665004,1.0
HIF111,30.786,0.44579,0.4039732550326767,1.0
IL111,138.935,0.06681,1.0,1.0
JAK111,1005.716,-0.04034,0.9435195789113433,1.0
KRAS111,48.131,0.22583,1.0,1.0
LDH111,6.433,-0.16584,0.46265736402468743,1.0
MYC111,47.287,0.07952,1.0,1.0
NFK111,23.631,-0.0165,1.0,1.0
PTEN111,359.427,0.00039,1.0,1.0
RAS111,1.606,-0.01626,1.0,1.0
STAT111,51.536,-2.85775,1.2160354271493933e-06,0.0002650599543499468
TP111,3.519,0.33027,0.7193150122074562,1.0
VEGF111,165.527,-0.19405,0.43445499247976405,1.0
WNT111,1211.879,0.00255,1.0,1.0
ZEB111,7.148,-0.12053,0.7999528704791591,1.0
ACTB112,52.353,-0.29174,0.5264663434718315,1.0
BRCA112,520.478,0.06955,0.9018555594642118,1.0
CDK112,199.829,0.12548,0.45151567744017695,1.0
EGFR112,4781.139,0.04989,0.651685689947315,1.0
FOX112,44.099,-0.02997,0.9997782300365496,1.0
GATA112,10.063,-0.18564,1.0,1.0
HIF112,9.764,0.09102,1.0,1.0
IL112,828.273,-0.2474,0.5362882383919163,1.0
JAK112,5.552,0.25885,0.8546748658319142,1.0
KRAS112,358.02,0.19044,0.913486500884049,1.0
LDH112,6.133,-0.16416,0.6560214019845123,1.0
MYC112,66.84,-0.1311,1.0,1.0
NFK112,140.476,-0.02125,0.3884959154637148,1.0
PTEN112,271.258,0.16058,0.967401665287097,1.0
RAS112,158.649,0.24211,0.5046293756975412,1.0
STAT112,95.633,-0.21981,0.7523024538448657,1.0
TP112,1774.736,-0.27403,0.3708254566700438,1.0
VEGF112,234.304,0.57651,0.38726503366689513,1.0
WNT112,32.402,-0.00835,1.0,1.0
ZEB112,18.534,-0.1986,1.0,1.0
ACTB113,57.145,-0.04529,0.3877574522372809,1.0
BRCA113,249.14,-0.1567,0.6491891433925886,1.0
CDK113,100.256,-0.3383,0.5179062845496905,1.0
EGFR113,389.901,0.12229,0.3477046572427046,1.0
FOX113,4.302,0.3942,0.3445420488182178,1.0
GATA113,548.662,-0.20973,0.6072453047916699,1.0
HIF113,24.501,0.05997,1.0,1.0
IL113,22.404,0.14695,1.0,1.0
JAK113,4.301,0.27422,0.9634381184013635,1.0
KRAS113,174.648,-0.22154,0.5512068047301268,1.0
LDH113,1279.268,-0.11385,0.8440890559602819,1.0
MYC113,303.37,0.12529,0.8081405316329915,1.0
NFK113,1.555,-0.21021,0.5660950841469252,1.0
PTEN113,72.343,-0.32131,0.2636275558137597,1.0
RAS113,10958.451,0.06277,1.0,1.0
STAT113,88.698,-0.16514,0.3882998556793523,1.0
TP113,120.703,-0.01863,0.7188307589061707,1.0
VEGF113,34.631,0.01107,0.8984134422294875,1.0
WNT113,1415.45,0.46776,0.31414651954794015,1.0
ZEB113,254.37,0.25167,0.7446317718269583,1.0
ACTB114,212.279,-0.04955,0.8280777172747875,1.0
BRCA114,15.718,-0.34982,0.3689456501947037,1.0
CDK114,6.323,0.20056,1.0,1.0
EGFR114,6.02,0.60139,0.26295104562173005,1.0
FOX114,39.01,0.34916,0.5269941384744707,1.0
GATA114,13.844,-0.17706,1.0,1.0
HIF114,427.241,-0.00731,1.0,1.0
IL114,1363.843,0.55593,0.2577610523886732,1.0
JAK114,221.425,0.02581,0.6529916861774885,1.0
KRAS114,51.535,-0.18667,1.0,1.0
LDH114,21.683,-0.31569,0.5561933902645585,1.0
MYC114,6.764,-0.05992,1.0,1.0
NFK114,30.817,0.33462,0.6798066467473899,1.0
PTEN114,6.333,0.29803,0.7217794337228486,1.0
RAS114,126.579,0.42971,0.19298112432881134,1.0
STAT114,118.313,-0.0867,1.0,1.0
TP114,769.026,0.25129,0.700656949647015,1.0
VEGF114,92.622,0.06134,0.9181833304152075,1.0
WNT114,4.749,0.40232,0.9415746016226825,1.0
ZEB114,58.275,-0.08845,0.6182883883135362,1.0
ACTB115,200.596,-0.02551,1.0,1.0
BRCA115,394.579,0.09612,0.35220730210603235,1.0
CDK115,12.736,0.74458,0.4513813951576203,1.0
EGFR115,217.629,-0.00282,0.8689870500733498,1.0
FOX115,555.729,-0.25542,0.2371136780864148,1.0
GATA115,78.126,0.9468,0.07047861230191214,1.0
HIF115,187.913,0.34126,0.5941320156819175,1.0
IL115,438.748,-0.12865,1.0,1.0
JAK115,10.757,0.32861,0.6215623696793163,1.0
KRAS115,772.1,-0.23924,0.8291151597648271,1.0
LDH115,28.85,-0.12622,0.5053301643052031,1.0
MYC115,59.919,-0.4413,0.299981859471836,1.0
NFK115,8.258,0.31584,0.8400221674412288,1.0
PTEN115,486.19,0.11817,0.8015288685244027,1.0
RAS115,259.881,0.20628,0.3162088525539227,1.0
STAT115,186.732,-0.2476,0.32294879609492,1.0
TP115,34.044,-0.34862,0.3106318664567847,1.0
VEGF115,279.625,-2.76345,6.511043850286158e-08,2.1703479500953858e-05
WNT115,11.851,-0.06565,1.0,1.0
ZEB115,252.091,0.08978,0.9826711965685587,1.0
ACTB116,91.057,-0.03663,1.0,1.0
BRCA116,1750.786,-0.11037,0.4614035336258263,1.0
CDK116,2390.396,-0.19173,0.8879879387665672,1.0
EGFR116,279.957,0.01219,1.0,1.0
FOX116,23.868,1.43465,0.03402104137547185,1.0
GATA116,72.446,-0.10571,0.5983844247320941,1.0
HIF116,42.522,0.41413,0.23093102939266352,1.0
IL116,15.689,-0.53402,0.34669179353104435,1.0
JAK116,6.405,-0.27058,0.5321108349905092,1.0
KRAS116,18.727,0.04155,0.7580055646255544,1.0
LDH116,390.633,0.18346,0.3679529268295085,1.0
MYC116,62.639,0.0117,1.0,1.0
NFK116,304.772,-0.4354,0.3982702374906081,1.0
PTEN116,22.404,-0.44925,0.29246634472989846,1.0
RAS116,55.747,0.40302,0.6605289040944239,1.0
STAT116,9.68,-0.68399,0.2060999626763536,1.0
TP116,37.782,0.00142,0.524343980103629,1.0
VEGF116,6.403,0.16613,0.7580761944966852,1.0
WNT116,225.896,0.20967,0.5211614023208915,1.0
ZEB116,7.155,0.25804,0.41628155872171035,1.0
ACTB117,75.922,0.04854,0.6594594474583632,1.0
BRCA117,23.581,-2.97614,1.1214998452507687e-05,0.0016011501461299428
CDK117,23.569,-0.2617,0.31310965931541956,1.0
EGFR117,48.91,-0.21381,1.0,1.0
FOX117,21.374,-0.45966,0.6439418713657117,1.0
GATA117,201.124,-0.21273,0.31445969193839857,1.0
HIF117,55.28,0.41655,0.26603179766977453,1.0
IL117,94.918,-0.20889,0.43948904826915025,1.0
JAK117,2333.276,-0.1588,0.6129222168013746,1.0
KRAS117,47.505,-0.49076,0.505952591908844,1.0
LDH117,2649.513,0.33498,0.29445971914198577,1.0
MYC117,23.585,0.2084,0.7880242567048977,1.0
NFK117,163.016,0.09573,0.8427042104178569,1.0
PTEN117,664.996,-0.4511,0.4498302689385889,1.0
RAS117,233.674,-0.24412,0.3314532433994514,1.0
STAT117,9.144,0.26404,0.3383141595444202,1.0
TP117,69.542,0.24421,0.5958758485845532,1.0
VEGF117,1751.864,0.10257,0.6645468062256723,1.0
WNT117,541.079,-0.22624,0.9918762645213864,1.0
ZEB117,4.173,0.26963,0.886597958396054,1.0
ACTB118,372.058,0.57389,0.3006535214935917,1.0
BRCA118,2282.533,1.85195,1.8814326803745892e-05,0.002280524461060108
CDK118,38.76,-0.03621,0.689535072586099,1.0
EGFR118,2941.026,0.11524,0.44919176400535,1.0
FOX118,3.661,-0.0501,0.5467088617567971,1.0
GATA118,18.091,-0.25325,0.3948369316701227,1.0
HIF118,22.218,-0.14641,0.8816083601546346,1.0
IL118,89.292,0.2708,0.7026657949899213,1.0
JAK118,28.219,0.05388,1.0,1.0
KRAS118,27.883,-0.19539,0.4509570496604685,1.0
LDH118,307.448,-0.09019,1.0,1.0
MYC118,371.103,0.05039,0.6446796029556263,1.0
NFK118,67.922,0.16808,0.741594758408361,1.0
PTEN118,220.484,-0.06267,0.8896275652065249,1.0
RAS118,186.021,0.52438,0.3069046883248873,1.0
STAT118,370.614,0.16122,1.0,1.0
TP118,1.153,0.10124,1.0,1.0
VEGF118,1121.781,-0.40937,0.5107585298384627,1.0
WNT118,5.517,0.04593,0.764150526643452,1.0
ZEB118,11.918,-0.48142,0.40507796958267506,1.0
ACTB119,8.528,0.028,1.0,1.0
BRCA119,41.523,0.2619,0.7990475578518251,1.0
CDK119,46.227,0.24239,0.5775531652560362,1.0
EGFR119,52.867,0.16223,0.45483923215632116,1.0
FOX119,389.654,0.06134,0.5496294738356542,1.0
GATA119,12.589,-0.02665,0.4548092180678368,1.0
HIF119,24.168,0.15202,0.5482758801945177,1.0
IL119,12.29,0.06969,0.9356288681719372,1.0
JAK119,11.569,0.31792,0.7494815534766965,1.0
KRAS119,61.373,0.05331,0.8197814975068347,1.0
LDH119,101.181,0.71848,0.12338331533894455,1.0
MYC119,11.852,0.3521,0.47235351502966477,1.0
NFK119,0.803,0.12559,0.6428774329191617,1.0
PTEN119,90.528,-0.56965,0.36989800548342583,1.0
RAS119,4.882,-0.05242,0.7086779779014583,1.0
STAT119,421.322,-0.3009,0.4521757318707369,1.0
TP119,77.327,-0.16708,0.5074567325548207,1.0
VEGF119,11.21,-0.47208,0.36354851689892387,1.0
WNT119,78.028,-0.39489,0.3202191101918274,1.0
ZEB119,41.703,-0.36235,0.5119186137861879,1.0
ACTB120,253.896,0.32883,0.5557642056742891,1.0
BRCA120,15.389,0.31084,0.6190540425847348,1.0
CDK120,51.169,-0.25387,0.5518833222297169,1.0
EGFR120,39.148,-0.06418,1.0,1.0
FOX120,1139.862,-0.32738,0.5004098593172793,1.0
GATA120,14.033,0.10968,0.3708023264844428,1.0
HIF120,15.555,1.25077,0.043002919529323884,1.0
IL120,39.684,-0.38834,0.2374260137672854,1.0
JAK120,579.89,-0.19263,0.7810251436299807,1.0
KRAS120,54.587,-0.10435,0.9400995337550896,1.0
LDH120,1.013,-0.25263,1.0,1.0
MYC120,912.03,0.25888,0.3005983692347393,1.0
NFK120,5.168,-0.18492,0.6635742329476081,1.0
PTEN120,50.273,-0.07973,0.8791181088728609,1.0
RAS120,34.798,-0.23963,0.550900064991967,1.0
STAT120,7.981,0.07309,0.7641279195428627,1.0
TP120,86.811,0.04897,0.5849443996573261,1.0
VEGF120,1331.567,-0.14279,0.5656887290915786,1.0
WNT120,40.715,-0.03809,1.0,1.0
ZEB120,18.195,0.24478,0.8814025206101985,1.0
ACTB121,119.721,0.13087,0.5556761699747582,1.0
BRCA121,19.193,0.18346,0.8025824034928217,1.0
CDK121,3.001,-0.14906,1.0,1.0
EGFR121,8.232,0.22272,0.8322659744712556,1.0
FOX121,12079.782,-0.19013,0.9042718611091602,1.0
GATA121,1078.461,-0.22974,0.7019731211190919,1.0
HIF121,64.655,0.08988,0.6721876276580679,1.0
IL121,808.749,0.16205,0.36712919060840926,1.0
JAK121,4.573,-0.24138,0.5154721559222969,1.0
KRAS121,467.028,-0.55155,0.11847077028534524,1.0
LDH121,55.622,-0.00468,1.0,1.0
MYC121,17.626,0.20095,0.9117883913814778,1.0
NFK121,1.245,-0.01364,0.46524365495984676,1.0
PTEN121,128.42,-0.28944,0.8694453338491385,1.0
RAS121,17.475,-0.12332,0.5105336609252925,1.0
STAT121,29.058,0.08707,1.0,1.0
TP121,836.349,-0.64055,0.061110693369329526,1.0
VEGF121,14.736,0.23338,0.5934913423307892,1.0
WNT121,392.18,0.25445,0.46903793246089437,1.0
ZEB121,24.11,-0.12704,0.8362896998710277,1.0
ACTB122,0.462,-0.68266,0.5076142602485336,1.0
BRCA122,197.218,-0.20444,0.36249716103301804,1.0
CDK122,1.018,0.08112,0.7952086214700046,1.0
EGFR122,31.869,0.28286,0.8979520639887688,1.0
FOX122,611.841,0.38957,0.3874458388684881,1.0
GATA122,250.409,-0.45069,0.15862151765025462,1.0
HIF122,4.025,0.21867,0.6359587367575905,1.0
IL122,91.341,-0.43798,0.4136128637224379,1.0
JAK122,49.355,-0.41794,0.5310469901096114,1.0
KRAS122,23.247,0.07367,0.49575644663146134,1.0
LDH122,794.879,-0.19008,0.7846999268233108,1.0
MYC122,36.091,-0.18405,1.0,1.0
NFK122,27.627,-0.23253,0.9674056068161507,1.0
PTEN122,56.487,-0.06902,1.0,1.0
RAS122,65.2,-0.00035,0.6162174228698825,1.0
STAT122,6.358,-0.14919,0.6024208047734106,1.0
TP122,5.742,0.35279,0.5492315103006985,1.0
VEGF122,17.575,0.1153,0.6080725132232725,1.0
WNT122,7.379,0.13758,1.0,1.0
ZEB122,212.966,-0.0263,0.7350914005881029,1.0
ACTB123,125.284,0.26629,0.626364937266616,1.0
BRCA123,157.139,-0.11967,0.4187844342149981,1.0
CDK123,166.374,0.05147,0.960043804572973,1.0
EGFR123,120.336,-0.33838,0.6987913556410444,1.0
FOX123,953.27,-0.34132,0.6847009252096381,1.0
GATA123,1896.477,0.19303,0.8196104387686518,1.0
HIF123,2.458,0.11424,1.0,1.0
IL123,70.781,0.32697,0.800320727029039,1.0
JAK123,629.954,-0.37217,0.3873376070766234,1.0
KRAS123,38.986,-0.3301,0.41064052387370953,1.0
LDH123,53.221,0.09767,0.9942277507374158,1.0
MYC123,51.028,0.50565,0.4164686733511476,1.0
NFK123,74.883,0.29004,0.34826401924007055,1.0
PTEN123,127.245,0.50026,0.45894061443301004,1.0
RAS123,67.733,-0.01401,1.0,1.0
STAT123,177.552,0.34094,0.285936711086092,1.0
TP123,34.901,0.27062,0.38225446627326487,1.0
VEGF123,31.852,-0.2069,0.6315894209065345,1.0
WNT123,54.005,-0.31673,0.3242524582817642,1.0
ZEB123,17.495,-0.1717,0.8597449801986103,1.0
ACTB124,11.436,0.56989,0.3727496189048311,1.0
BRCA124,182.44,-0.3098,0.4260656793128699,1.0
CDK124,129.203,-0.05073,0.5224197790902692,1.0
EGFR124,199.074,-0.10455,0.7834785304068956,1.0
FOX124,9.783,-0.05142,0.562050794514102,1.0
GATA124,18.612,0.12789,0.79314057558265,1.0
HIF124,280.952,-0.05956,0.4325566767393062,1.0
IL124,53.986,0.16316,0.6351347324870642,1.0
JAK124,94.2,0.25204,0.27351620428577283,1.0
KRAS124,29.24,0.00087,1.0,1.0
LDH124,39.349,0.21555,0.4356371265049568,1.0
MYC124,62.164,-0.34767,0.2213955374160199,1.0
NFK124,304.532,-0.1446,0.6755690511806548,1.0
PTEN124,10.169,-0.17123,1.0,1.0
RAS124,142.092,-0.25476,0.6059977709586427,1.0
STAT124,60.195,-0.49647,0.4624312989320849,1.0
TP124,7.676,0.17305,0.9469260697440077,1.0
VEGF124,179.664,0.327,0.4410239641612521,1.0
WNT124,59.338,0.41383,0.627671846116715,1.0
ZEB124,47.31,0.30279,0.5870830748421404,1.0
ACTB125,186.911,-0.16038,1.0,1.0
BRCA125,45.778,-0.55494,0.3175114571959201,1.0
CDK125,87.96,0.13362,0.5053877564257178,1.0
EGFR125,16.117,0.14805,1.0,1.0
FOX125,58.921,-0.1444,0.5681454683965672,1.0
GATA125,12.313,-0.25543,1.0,1.0
HIF125,27.373,-0.05179,0.5349271603001303,1.0
IL125,131.482,-0.00521,0.674833560942866,1.0
JAK125,265.032,0.3471,0.31846617220174295,1.0
KRAS125,99.442,-0.19507,0.8164021416635726,1.0
LDH125,9.876,0.4142,0.4547454761143829,1.0
MYC125,0.72,-0.01606,1.0,1.0
NFK125,533.698,-0.14701,0.6593557177794679,1.0
PTEN125,242.479,0.18225,0.3710426783533799,1.0
RAS125,110.419,-0.11658,1.0,1.0
STAT125,275.981,-0.23584,0.6545694767133439,1.0
TP125,95.311,0.04174,0.9560091341313074,1.0
VEGF125,1.933,0.4063,0.4814599125097009,1.0
WNT125,44.544,0.18332,0.5626643699793186,1.0
ZEB125,183.179,0.18534,1.0,1.0
ACTB126,154.823,-0.05387,1.0,1.0
BRCA126,17.211,0.33325,0.9196533278746553,1.0
CDK126,19.312,0.30256,0.5511646489835657,1.0
EGFR126,38.78,0.10116,0.46611961006615993,1.0
FOX126,31.632,-0.49579,0.26750454933915324,1.0
GATA126,49.113,0.55076,0.2914516983378653,1.0
HIF126,15.037,0.20006,0.7849481542130596,1.0
IL126,53.449,0.0165,0.8515023886379123,1.0
JAK126,24.295,-0.02332,0.4292861460724461,1.0
KRAS126,1.868,0.02929,1.0,1.0
LDH126,74.847,-0.54933,0.30741978781159596,1.0
MYC126,32.963,0.11129,1.0,1.0
NFK126,345.342,-0.0565,1.0,1.0
PTEN126,1015.694,0.32702,0.1994244402820005,1.0
RAS126,2228.972,-0.14948,0.673263854990746,1.0
STAT126,279.228,-0.10779,0.8911540427069643,1.0
TP126,413.7,0.07521,0.5012588830676316,1.0
VEGF126,77.521,0.10451,0.4599076947382533,1.0
WNT126,36.366,-0.03341,1.0,1.0
ZEB126,3.572,0.18756,1.0,1.0
ACTB127,9.287,-0.35869,0.9423931751077277,1.0
BRCA127,8.243,0.00271,1.0,1.0
CDK127,1073.898,-0.17627,0.6129334587605667,1.0
EGFR127,132.88,-0.62262,0.36527328955678945,1.0
FOX127,164.72,-0.14144,0.803008790745588,1.0
GATA127,411.94,-0.20042,1.0,1.0
HIF127,37.146,-3.11306,8.335845530498536e-07,0.00021685921624830837
IL127,382.034,0.3557,0.5698816209810162,1.0
JAK127,55.31,-0.05939,0.580088730479661,1.0
KRAS127,0.276,-0.09846,0.7508940906805173,1.0
LDH127,3.478,0.27102,1.0,1.0
MYC127,974.935,-0.17736,0.3575016234632984,1.0
NFK127,67.467,-0.57826,0.19116014408569498,1.0
PTEN127,15.254,0.51058,0.24115675820031063,1.0
RAS127,33.962,0.36719,0.5998515520214819,1.0
STAT127,407.147,-0.34754,0.4886746239328669,1.0
TP127,538.221,-0.15088,1.0,1.0
VEGF127,72.577,-0.31933,0.3872347613892642,1.0
WNT127,9.669,-0.39316,0.6991614980478283,1.0
ZEB127,26.862,-0.22794,0.3347059707306896,1.0
ACTB128,38.166,0.63198,0.20180978176575082,1.0
BRCA128,313.253,-0.1484,0.563990429043236,1.0
CDK128,138.934,0.05057,1.0,1.0
EGFR128,168.122,0.0479,1.0,1.0
FOX128,89.81,0.06565,1.0,1.0
GATA128,4.11,-1.39648,0.09541752278450077,1.0
HIF128,807.194,0.33574,0.44823588898312333,1.0
IL128,40.2,-0.20945,0.7858813138122858,1.0
JAK128,164.379,0.13525,0.7035520689147384,1.0
KRAS128,267.392,0.15238,0.5243144985411671,1.0
LDH128,302.642,-0.24385,0.2526136082757463,1.0
MYC128,32.978,0.22074,0.3602886387416219,1.0
NFK128,121.34,0.20165,0.5965897275630879,1.0
PTEN128,33.748,0.15759,0.7297786846764317,1.0
RAS128,106.647,0.49827,0.27565638892436034,1.0
STAT128,18.078,-0.01559,0.47068934891813585,1.0
TP128,5.124,-0.16732,0.6372119720129509,1.0
VEGF128,10.996,0.11003,1.0,1.0
WNT128,63.173,-0.35104,0.4351751094156813,1.0
ZEB128,232.208,-0.08195,0.3789472289650802,1.0
ACTB129,386.305,-0.0738,0.6944759897861629,1.0
BRCA129,631.06,0.2039,0.6779803669355349,1.0
CDK129,1.194,-0.51088,0.2805544541928155,1.0
EGFR129,3.739,0.3289,0.44383327719016735,1.0
FOX129,92.195,0.40601,0.4590544428242544,1.0
GATA129,9.056,3.85104,1.9033283752863117e-06,0.00038066567505726234
HIF129,60.527,-0.03333,1.0,1.0
IL129,324.159,0.6226,0.28067132882209206,1.0
JAK129,610.769,0.42438,0.5537361279543855,1.0
KRAS129,81.395,0.58669,0.1745778504835206,1.0
LDH129,243.128,-0.12991,0.7136143588850231,1.0
MYC129,4505.613,-0.02177,1.0,1.0
NFK129,137.587,-0.19051,1.0,1.0
PTEN129,63.665,0.10302,0.4885084093724093,1.0
RAS129,777.395,0.39048,0.23368906823488722,1.0
STAT129,22.39,-0.01442,0.9582789063532365,1.0
TP129,36.481,-0.17695,0.49960447435202693,1.0
VEGF129,340.554,-0.1838,0.5117784782904414,1.0
WNT129,250.221,0.0414,0.8976839227577251,1.0
ZEB129,3237.865,-0.15857,0.8689747208707574,1.0
ACTB130,22.221,-0.39045,0.5307409433881064,1.0
BRCA130,20.54,-0.0788,1.0,1.0
CDK130,337.715,-0.331,0.6405571228568488,1.0
EGFR130,15.562,0.33981,0.7015239971987279,1.0
FOX130,2.979,-0.27337,0.34453018745855873,1.0
GATA130,8.291,-0.14862,1.0,1.0
HIF130,464.843,-0.57133,0.2271091888352903,1.0
IL130,8.746,-3.38579,2.5069677542261543e-05,0.002949373828501358
JAK130,25.845,0.24823,0.7215584245483506,1.0
KRAS130,27.403,0.3919,0.4475640420585573,1.0
LDH130,12.479,-0.27364,0.5082488078777628,1.0
MYC130,1931.277,0.36048,0.5746053048509412,1.0
NFK130,70.07,-0.18252,0.7273609563947464,1.0
PTEN130,23.408,-0.25771,1.0,1.0
RAS130,12.944,0.05316,1.0,1.0
STAT130,18.089,-0.10388,1.0,1.0
TP130,68.515,-0.28341,0.5668145424751956,1.0
VEGF130,18.785,0.1648,0.756592103546833,1.0
WNT130,21.375,-0.58398,0.4180479779736195,1.0
ZEB130,1211.418,-0.55744,0.23762945844592195,1.0
ACTB131,1031.926,-0.23093,0.5348285931205954,1.0
BRCA131,29.752,-2.00445,0.0008741478058316871,0.06724213891012978
CDK131,206.058,0.05392,0.4230456160529591,1.0
EGFR131,3.878,-0.03073,1.0,1.0
FOX131,172.134,0.04316,1.0,1.0
